MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2716308,9119 KING STREET,Sold,House,Langley,"$1,400,000",08/17/2022,"$1,648,600",08/12/2022,2,1,1,"$5,211 in 2022",1959,864,8052 SqFt.,-,"DetachedGrge/Carport,Grge/Double Tandem",2,"9119 King St, Langley Twp, BC, Canada","49.1681, -122.57566",https://www.bccondosandhomes.com/listing/r2716308-9119-king-street,Royal LePage - Wolstencroft,"Fantastic investment opportunity in the heart of desirable Fort Langley Village. Large lot with LANE ACCESS. Ideal for building or excellent holding property with new luxury development across the street! 65 feet of frontage. Zoned R1-E (great for building luxury home). Current home is fantastic rental with two large bedrooms, full kitchen, 4 pc bathroom and large detached shop with tons of storage. Steps to Fort Langley Village which includes Cafe's and Restaurants, Multiple Schools, Library, Shopping & Transit, this is a must-see kind of property!",-,Central Location Golf Course Nearby Marina Nearby Recreation Nearby Shopping Nearby, Workshop Detached
R2720494,33802 KETTLEY PLACE,Sold,House,Mission,"$1,120,000",09/07/2022,"$1,150,000",09/02/2022,5,4,2,"$3,841 in 2022",2013,"2,627",5005 SqFt.,-,Garage; Double,38,"33802 Kettley Pl, Mission, BC V2V 7S2, Canada","49.15, -122.28789",https://www.bccondosandhomes.com/listing/r2720494-33802-kettley-place,RE/MAX Nyda Realty Inc.,"This custom home offers over 2,600 sq. ft. of high-end finishings! Spacious bright white kitchen with quartz countertops, s/s appliances and a show-stopping backsplash. Large kitchen island transitions into the great room complete with sleek and modern fireplace. Dramatic dining room detail with specialty tray ceiling. Elegant light fixtures throughout. 3 bedrooms, 2 bathrooms upstairs, 2 bedroom suite with its own laundry downstairs. Perfect size fenced backyard. Beautiful College Heights neighbourhood, walking distance to schools and bus stop.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby,-
R2714306,569 MARINE DRIVE,Sold,House,Gibsons,"$999,999",09/02/2022,"$1,100,000",08/02/2022,3,3,3,"$4,176 in 2021",1960,"1,570",5500 SqFt.,-,Add. Parking Avail.,31,"569 Marine Dr, Gibsons, BC V0N 1V1, Canada","49.40483, -123.50259",https://www.bccondosandhomes.com/listing/r2714306-569-marine-drive,RE/MAX City Realty,"Absolutely stunning ocean views of the islands and mountains. A wonderful sought after location opposite Armours beach. Enjoy peaceful walks along the oceanfront and savour all the moments of changing nature. Short walk to all amenities lower Gibsons - shopping, restaurants, coffee shops - the marina and Gibsons Public Market. A good investment property with an extra small suite you can use for short visits to the coast. Parking for four cars. Excellent tenant, responsible, and would like to stay on. A great address to call home!",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Marina Nearby Private Yard Shopping Nearby Treed, In Suite Laundry
R2654588,3439 ROSS ROAD,Sold,House,Abbotsford,"$1,250,000",05/14/2022,"$1,599,900",02/17/2022,2,1,1,"$4,274 in 2021",1946,714,21758 SqFt.,-,"Carport; Single,Open",2,"3439 Ross Rd, Abbotsford, BC V4X 1M6, Canada","49.06442, -122.40417",https://www.bccondosandhomes.com/listing/r2654588-3439-ross-road,Sutton Group-West Coast Realty (Abbotsford),1/2 Acre close to town. Nice rectangular property with 97 feet of frontage and 222 of depth. Lots of room for parking and outbuildings. Great building site to build your home or shop. Home could be used as a rental but most of the value is in the land. Enjoy easy access to town and highway with the comforts of open space surrounded by farm land.,-,Central Location, In Suite Laundry
R2715162,20920 50A AVENUE,Sold,House,Langley,"$1,150,000",08/27/2022,"$999,000",08/08/2022,3,2,1,"$5,322 in 2022",1980,"1,472",8346 SqFt.,-,"Garage; Double,Open",37,"20920 50a Ave, Langley, BC V3A 7J6, Canada","49.09331, -122.64389",https://www.bccondosandhomes.com/listing/r2715162-20920-50a-avenue,RE/MAX Treeland Realty,"Wow. Rarely available! You will love this wonderful custom rancher home with air conditioning on terrific large 8600+ sf private lot in a beautiful Langley cul-de-sac near Newlands Golf Club. Enjoy your beautiful surroundings in this sunny home with lots of windows and wonderfully large, flat fenced backyard. You get a big double garage and a long driveway for the truck, toys, boat, camper, etc. Relax in this fantastic location, close to everything...golf, park, schools, shopping, and more. Best value in the whole area. Don't wait on this one!",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,Cul-de-Sac Golf Course Nearby Recreation Nearby Shopping Nearby,-
R2712391,402 - 10688 140 STREET,Sold,Apartment,Surrey,"$536,000",08/29/2022,"$588,000",07/25/2022,2,1,1,"$1,738 in 2022",2018,718,,-,Garage; Underground,20,"10688 140 St #402, Surrey, BC V3T 4N8, Canada","49.16465, -122.83464",https://www.bccondosandhomes.com/listing/r2712391-402-10688-140-street,Grand Central Realty,"PENTHOUSE 2 Bed 1 Bath Corner/End unit in the heart of growing neighborhood of Surrey w/walking distance to everything. Northeast Facing. High ceiling & floor to ceiling window in living provides lots of natural light & nice view. Prepare gourmet meals in your beautiful kitchen featuring S/S appliances, polished counter top with soft close cabinets. Private balcony is the perfect spot to enjoy your morning coffee. Forsyth Park across the street is an off-leash dog park and nature-based playground for children. Walk to Forsyth Road Elementary & Hawthorne Park, Gateway Skytrain , SFU and Kwantlen, Trillium offers a party room includes pool table & ping-pong table, multi-purpose outdoor court. In-suite laundry, included one parking & one storage locker. ",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener,Central Location Recreation Nearby Shopping Nearby, Club House Elevator In Suite Laundry Storage
R2719380,13898 64 AVENUE,Sold,Townhouse,Surrey,"$920,000",09/06/2022,"$849,000",08/29/2022,4,4,1,"$2,862 in 2022",2020,"2,054",,-,"Carport & Garage,Carport; Multiple",40,"13898 64 Ave #91, Surrey, BC V3W 1L6, Canada","49.119, -122.8358",https://www.bccondosandhomes.com/listing/r2719380-91-13898-64-avenue,Grand Central Realty,"A townhouse with 3 parking, corner unit, private pond view, backyard, and separate entry bedroom with full bath that has rental potential? This is the one! 2 year building like new. Lower floor has very long driveway that parks 2 cars plus 1 car garage currently used as playroom, garage is connected to a bedroom with full bath, separate entry and backyard, great for guest stay or rental potential. Second level has DUAL front and back balcony along with living room, dinning room, powder room, kitchen and a large pantry. Great privacy from living room as the unit backs onto Archibald Creek with green space and a small pond. Third level contains laundry room, two bathrooms and three large bedrooms with custom shelving. Private pond view from Master bedroom too!",ClthWsh/Dryr/Frdg/Stve/DW Compactor - Garbage Garage Door Opener Microwave Pantry Vaulted Ceiling Wine Cooler,Central Location Private Setting Recreation Nearby Shopping Nearby Treed, Club House Garden In Suite Laundry Playground
R2626876,14581 59B AVENUE,Sold,House,Surrey,"$1,750,000",11/07/2021,"$1,799,999",10/19/2021,7,5,4,,2010,"3,769",4284 SqFt.,-,Garage; Double,36,"14581 59b Ave, Surrey, BC V3S 7B4, Canada","49.11114, -122.81858",https://www.bccondosandhomes.com/listing/r2626876-14581-59b-avenue,Century 21 Coastal Realty Ltd.,"Stunning 7 bedroom 2 storey plus basement home is centrally located in high demand Sullivan Station. Open and bright, beautiful cherry oak kitchen, with huge island and wok kitchen. 1 bedroom on main which can be used as a Media room, 4 bedrooms above with gorgeous ensuite and Jacuzzi, and (2) 1 bedroom suites below. Close to YMCA, elementary & secondary schools, Bell Center for Performing Arts & Sullivan Heights Park. Close to restaurants, transit & hwy. This house won't last for long.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener,-,-
R2712657,21424 93 AVENUE,Sold,House,Langley,"$1,220,000",08/31/2022,"$1,325,000",07/26/2022,3,3,1,"$5,024 in 2021",1985,"1,661",5756 SqFt.,-,Carport & Garage,34,"21424 93 Ave, Langley, BC V1M 1P4, Canada","49.17157, -122.62881",https://www.bccondosandhomes.com/listing/r2712657-21424-93-avenue,Sutton Premier Realty,"Beautifully renovated 3 level split home with 3 bedroom 3 bathroom in Walnut Grove. This home is situated on a quiet street with southern exposure backing on to a beautiful park. Great open concept floor plan including large entry way, living room with brick gas f/p, open kitchen/family room, S/S appliances, large bedrooms with ensuite in the master, large backyard with newer deck that is great for entertaining! This home is centrally located close to Hwy 1, shopping centres, restaurants, golf courses, trails/parks, Walnut grove recreation, James Kennedy elementary, Walnut Grove High School and much more. Your growing family will never want to leave!",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Golf Course Nearby Greenbelt Private Setting Private Yard Shopping Nearby,-
R2717962,2302 - 5628 BIRNEY AVENUE,Sold,Apartment,Vancouver,"$1,180,000",09/02/2022,"$1,190,000",08/22/2022,2,2,-,"$2,626 in 2021",2016,989,,-,Garage Underbuilding,24,"5628 Birney Ave #2302, Vancouver, BC V6S 0C5, Canada","49.25374, -123.23469",https://www.bccondosandhomes.com/listing/r2717962-2302-5628-birney-avenue,Macdonald Realty,"Welcome to The Laureates by Polygon, where a quintessential Vancouver lifestyle comes easily. Be immersed in nature with doorstep access to Pacific Spirt Regional Park, enjoy the modern conveniences of Wesbrook Village, and remain connected to world-class education at UBC, U-Hill Elementary, and U-Hill Secondary. This 2 bedroom 2 bathroom corner unit home features breathtaking treetop views, a spacious and practical kitchen, timeless engineered hardwood and marble flooring, industry leading stainless steel appliances, and an efficient air-conditioning heat pump system. This home includes 2 parking stalls, a storage locker, and thoughtful upgrades including best-in-class Hunter Douglas honeycomb shades.",-,Central Location Golf Course Nearby Recreation Nearby Shopping Nearby, Air Cond./Central Bike Room Elevator Exercise Centre In Suite Laundry Storage
R2716784,2238 PARKWAY BOULEVARD,Sold,House,Coquitlam,"$1,780,000",08/30/2022,"$1,880,000",08/12/2022,4,4,2,"$5,515 in 2021",1999,"2,898",7761 SqFt.,-,"Garage; Double,RV Parking Avail.",32,2238 Parkway Boulevard,,https://www.bccondosandhomes.com/listing/r2716784-2238-parkway-boulevard,Grand Central Realty,"At the top of Westwood Plateau, living on almost 8000 sqft parcel of land. Better yet, in a setting among nature trails, no one North or West of you, bordering a golf course, across from a Greenbelt, with a view of Mountain ranges, snow-capped in Spring. This comfortable 4 bdrm, 4 bath and 1 office (could be a bedroom)designer home is elegant with many upgrades & features 21 ft ceiling in the LR, 3 gas fireplaces, a great floor plan & perfect for family life & entertaining. excellent garden with a large patio plus a workshop. enjoy the privacy garden daytime and night time. And also a private garden one bedroom suite for mortgage help, 2 car garage & boat/RV/ parking area, on a bus line with schools nearby.",-,-, Garden Storage
R2714739,35687 MOORE AVENUE,Sold,House,Mission,"$880,000",09/07/2022,"$970,000",08/03/2022,4,2,1,"$3,768 in 2022",2005,"2,380",8446 SqFt.,-,"Garage; Double,RV Parking Avail.",35,35687 Moore Avenue,,https://www.bccondosandhomes.com/listing/r2714739-35687-moore-avenue,Oakwyn Realty Ltd.,"( PLEASE WATCH THE VIDEO TOUR & 3D TOUR ) OPEN HOUSE - AUGUST 14 @1-3PM Hatzic Lake Views from the front yard. It's across the street. Bring your canoe, paddle board, pontoon and/or ski boat! or enjoy your beautiful deck while jumping in and out of your awesome pool. Views of the snow capped Mount Robie Reid and Mt Judge Howay. Open floor plan with a very nice kitchen! 4 bedrooms plus open den & 2 full, bathrooms! Gas fireplace on main & pellet stove in basement! Huge fenced lot with SW exposure! 22x10 foot Sundeck. Double garage plus parking for 4 more cars or RV and the boat! Main floor has potential for a 2 bed basement suit!",-,Waterfront Property,-
R2690658,11160 KINGSGROVE AVENUE,Sold,Townhouse,Richmond,"$650,000",09/05/2022,"$749,999",05/19/2022,2,2,1,"$1,577 in 2021",1979,"1,020",,-,Open,7,"11160 Kingsgrove Ave, Richmond, BC V7A 3A9, Canada","49.14512, -123.0994",https://www.bccondosandhomes.com/listing/r2690658-7-11160-kingsgrove-avenue,RE/MAX Westcoast,"Rarely available ""Cedar Grove Estate"".This well maintained Strata is located in a quiet but central cul de sac location. The Unit has been Renovated with new Bathrooms, laminate floors, shaker cabinets, stainless steel appliances and custom designer lighting. A spacious floor plan opens up to a South Facing quiet backyard perfect for entertaining. Lots of Storage and transit , shopping as well freeway access is 5 mins away. All showings are strictly by appointment so do not miss out .",ClthWsh/Dryr/Frdg/Stve/DW,Cul-de-Sac Private Yard, Playground Storage
R2719556,120 - 1445 MARPOLE AVENUE,Sold,Apartment,Vancouver,"$525,000",09/06/2022,"$499,900",08/29/2022,1,1,1,"$1,298 in 2022",1952,601,,-,None,29,"1445 Marpole Ave #120, Vancouver, BC V6H 1S5, Canada","49.25754, -123.13839",https://www.bccondosandhomes.com/listing/r2719556-120-1445-marpole-avenue,Royal Pacific Realty Corp.,"NOT A GROUND FLOOR! Premier South Granville Address! Iconic architecturally renowned Hycroft Towers! This stylishly renovated & spacious distinctive 1 bedroom end unit is filled w/ natural light & ready to move-in! Peaceful treed outlook. Open floor pan concept. Completely redesigned & renovated gorgeous kitchen w/ new appliances. Renovated bathroom. Restoration Hardware lighting. Renovated hallway incl. custom cabinet w. lots of storage & new sliding closet doors. Large bedroom has bank of white Pax cabinets . Original refinished hardwood floors thruout. New blinds in living & bedroom. Storage Locker. 1 cat allowed. No rentals. Wait list for onsite parking, PANORAMIC CITY & MOUNTAIN VIEWS from expansive COMMON ROOF TOP TERRACE. At the edge of Shaughnessy, this is an exceptional location!",Dishwasher Refrigerator Stove,Central Location Recreation Nearby Shopping Nearby, Bike Room Elevator Shared Laundry Storage
R2719035,21785 HOWISON AVENUE,Sold,House,Maple Ridge,"$1,125,000",09/07/2022,"$1,190,000",08/24/2022,4,2,1,"$4,800 in 2021",1970,"1,684",8761 SqFt.,-,"Garage; Double,RV Parking Avail.",34,"21785 Howison Ave, Maple Ridge, BC V2X 2W7, Canada","49.21837, -122.61798",https://www.bccondosandhomes.com/listing/r2719035-21785-howison-avenue,Keller Williams Elite Realty,"Welcome to one of the sweetest setups available for a 1 level lifestyle. This beautifully updated 4 bedroom 2 bath home offers an open plan that is spacious but will also adapt to a family’s changing needs. This comfortable lifestyle can incorporate a separate living space for a parent/teen complete with its own bedroom, bathroom & living area if you desire. There are so many thoughtful upgrades that help to create this modern & versatile home including a high efficiency furnace, A/C, hot water on demand, a level 2 charger for E cars, built in vacuum, gas hookup for BBQ and a new 200 amp service. The private, treed yard creates an oasis with a large covered patio, hot tub & an artists cottage with its own 220 wiring. There is even space for your RV, lots of parking and a great workshop.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Hot Tub Spa/Swirlpool Storage Shed,Central Location Golf Course Nearby Private Yard Shopping Nearby, Air Cond./Central Garden In Suite Laundry Storage Swirlpool/Hot Tub Workshop Detached
